Date,Ethereum_Value Prediction ($)
1/1/22 23:59,2363.481473
1/2/22 23:59,2411.145092
1/3/22 23:59,2451.918601
1/4/22 23:59,2488.974102
1/5/22 23:59,2523.4786
1/6/22 23:59,2556.014365
1/7/22 23:59,2586.926806
1/8/22 23:59,2616.446406
1/9/22 23:59,2644.74068
1/10/22 23:59,2671.939305
1/11/22 23:59,2698.147442
1/12/22 23:59,2723.453318
1/13/22 23:59,2747.932807
1/14/22 23:59,2771.652336
1/15/22 23:59,2794.67083
1/16/22 23:59,2817.041061
1/17/22 23:59,2838.810624
1/18/22 23:59,2860.022677
1/19/22 23:59,2880.716511
1/20/22 23:59,2900.928012
1/21/22 23:59,2920.690037
1/22/22 23:59,2940.032735
1/23/22 23:59,2958.983812
1/24/22 23:59,2977.568774
1/25/22 23:59,2995.811129
1/26/22 23:59,3013.73257
1/27/22 23:59,3031.353141
1/28/22 23:59,3048.69138
1/29/22 23:59,3065.764448
1/30/22 23:59,3082.588253
1/31/22 23:59,3099.177551
2/1/22 23:59,3115.546048
2/2/22 23:59,3131.706483
2/3/22 23:59,3147.670711
2/4/22 23:59,3163.449774
2/5/22 23:59,3179.05397
2/6/22 23:59,3194.492908
2/7/22 23:59,3209.775568
2/8/22 23:59,3224.910348
2/9/22 23:59,3239.90511
2/10/22 23:59,3254.767223
2/11/22 23:59,3269.503602
2/12/22 23:59,3284.120737
2/13/22 23:59,3298.624735
2/14/22 23:59,3313.021339
2/15/22 23:59,3327.31596
2/16/22 23:59,3341.513701
2/17/22 23:59,3355.61938
2/18/22 23:59,3369.637548
2/19/22 23:59,3383.57251
2/20/22 23:59,3397.428343
2/21/22 23:59,3411.20891
2/22/22 23:59,3424.917874
2/23/22 23:59,3438.558716
2/24/22 23:59,3452.134742
2/25/22 23:59,3465.649099
2/26/22 23:59,3479.104782
2/27/22 23:59,3492.504645
2/28/22 23:59,3505.851413
3/1/22 23:59,3519.147684
3/2/22 23:59,3532.395942
3/3/22 23:59,3545.598565
3/4/22 23:59,3558.757824
3/5/22 23:59,3571.875898
3/6/22 23:59,3584.954875
3/7/22 23:59,3597.996758
3/8/22 23:59,3611.003471
3/9/22 23:59,3623.97686
3/10/22 23:59,3636.918704
3/11/22 23:59,3649.830712
3/12/22 23:59,3662.71453
3/13/22 23:59,3675.571745
3/14/22 23:59,3688.403886
3/15/22 23:59,3701.212431
3/16/22 23:59,3713.998803
3/17/22 23:59,3726.764379
3/18/22 23:59,3739.510492
3/19/22 23:59,3752.238428
3/20/22 23:59,3764.949433
3/21/22 23:59,3777.644715
3/22/22 23:59,3790.325443
3/23/22 23:59,3802.992752
3/24/22 23:59,3815.64774
3/25/22 23:59,3828.291477
3/26/22 23:59,3840.925
3/27/22 23:59,3853.549315
3/28/22 23:59,3866.165403
3/29/22 23:59,3878.774217
3/30/22 23:59,3891.376683
3/31/22 23:59,3903.973706
4/1/22 23:59,3916.566164
4/2/22 23:59,3929.154914
4/3/22 23:59,3941.740792
4/4/22 23:59,3954.324613
4/5/22 23:59,3966.907173
4/6/22 23:59,3979.489248
4/7/22 23:59,3992.071597
4/8/22 23:59,4004.654961
4/9/22 23:59,4017.240065
4/10/22 23:59,4029.827616
4/11/22 23:59,4042.41831
4/12/22 23:59,4055.012823
4/13/22 23:59,4067.61182
4/14/22 23:59,4080.215952
4/15/22 23:59,4092.825856
4/16/22 23:59,4105.442158
4/17/22 23:59,4118.06547
4/18/22 23:59,4130.696394
4/19/22 23:59,4143.335518
4/20/22 23:59,4155.983423
4/21/22 23:59,4168.640677
4/22/22 23:59,4181.307839
4/23/22 23:59,4193.985456
4/24/22 23:59,4206.67407
4/25/22 23:59,4219.374209
4/26/22 23:59,4232.086397
4/27/22 23:59,4244.811146
4/28/22 23:59,4257.548961
4/29/22 23:59,4270.30034
4/30/22 23:59,4283.065773
5/1/22 23:59,4295.845743
5/2/22 23:59,4308.640724
5/3/22 23:59,4321.451186
5/4/22 23:59,4334.277591
5/5/22 23:59,4347.120394
5/6/22 23:59,4359.980044
5/7/22 23:59,4372.856987
5/8/22 23:59,4385.751658
5/9/22 23:59,4398.664492
5/10/22 23:59,4411.595914
5/11/22 23:59,4424.546347
5/12/22 23:59,4437.516207
5/13/22 23:59,4450.505905
5/14/22 23:59,4463.51585
5/15/22 23:59,4476.546444
5/16/22 23:59,4489.598084
5/17/22 23:59,4502.671165
5/18/22 23:59,4515.766076
5/19/22 23:59,4528.883203
5/20/22 23:59,4542.022928
5/21/22 23:59,4555.18563
5/22/22 23:59,4568.371681
5/23/22 23:59,4581.581454
5/24/22 23:59,4594.815316
5/25/22 23:59,4608.073631
5/26/22 23:59,4621.35676
5/27/22 23:59,4634.665062
5/28/22 23:59,4647.99889
5/29/22 23:59,4661.358597
5/30/22 23:59,4674.744533
5/31/22 23:59,4688.157043
6/1/22 23:59,4701.596472
6/2/22 23:59,4715.063161
6/3/22 23:59,4728.557448
6/4/22 23:59,4742.079671
6/5/22 23:59,4755.630163
6/6/22 23:59,4769.209257
6/7/22 23:59,4782.817281
6/8/22 23:59,4796.454563
6/9/22 23:59,4810.12143
6/10/22 23:59,4823.818205
6/11/22 23:59,4837.545209
6/12/22 23:59,4851.302762
6/13/22 23:59,4865.091183
6/14/22 23:59,4878.910787
6/15/22 23:59,4892.76189
6/16/22 23:59,4906.644805
6/17/22 23:59,4920.559842
6/18/22 23:59,4934.507313
6/19/22 23:59,4948.487525
6/20/22 23:59,4962.500787
6/21/22 23:59,4976.547403
6/22/22 23:59,4990.627678
6/23/22 23:59,5004.741916
6/24/22 23:59,5018.890419
6/25/22 23:59,5033.073487
6/26/22 23:59,5047.29142
6/27/22 23:59,5061.544517
6/28/22 23:59,5075.833076
6/29/22 23:59,5090.157393
6/30/22 23:59,5104.517763
7/1/22 23:59,5118.914482
7/2/22 23:59,5133.347844
7/3/22 23:59,5147.818141
7/4/22 23:59,5162.325666
7/5/22 23:59,5176.870709
7/6/22 23:59,5191.453562
7/7/22 23:59,5206.074514
7/8/22 23:59,5220.733855
7/9/22 23:59,5235.431873
7/10/22 23:59,5250.168856
7/11/22 23:59,5264.945092
7/12/22 23:59,5279.760867
7/13/22 23:59,5294.616467
7/14/22 23:59,5309.512178
7/15/22 23:59,5324.448285
7/16/22 23:59,5339.425074
7/17/22 23:59,5354.442827
7/18/22 23:59,5369.501831
7/19/22 23:59,5384.602366
7/20/22 23:59,5399.744718
7/21/22 23:59,5414.929169
7/22/22 23:59,5430.156002
7/23/22 23:59,5445.425497
7/24/22 23:59,5460.737939
7/25/22 23:59,5476.093608
7/26/22 23:59,5491.492786
7/27/22 23:59,5506.935754
7/28/22 23:59,5522.422794
7/29/22 23:59,5537.954186
7/30/22 23:59,5553.530212
7/31/22 23:59,5569.151151
8/1/22 23:59,5584.817286
8/2/22 23:59,5600.528895
8/3/22 23:59,5616.286261
8/4/22 23:59,5632.089663
8/5/22 23:59,5647.939381
8/6/22 23:59,5663.835697
8/7/22 23:59,5679.778891
8/8/22 23:59,5695.769242
8/9/22 23:59,5711.807033
8/10/22 23:59,5727.892543
8/11/22 23:59,5744.026053
8/12/22 23:59,5760.207844
8/13/22 23:59,5776.438196
8/14/22 23:59,5792.717392
8/15/22 23:59,5809.045711
8/16/22 23:59,5825.423435
8/17/22 23:59,5841.850847
8/18/22 23:59,5858.328226
8/19/22 23:59,5874.855856
8/20/22 23:59,5891.434019
8/21/22 23:59,5908.062996
8/22/22 23:59,5924.743071
8/23/22 23:59,5941.474526
8/24/22 23:59,5958.257644
8/25/22 23:59,5975.092708
8/26/22 23:59,5991.980004
8/27/22 23:59,6008.919813
8/28/22 23:59,6025.912421
8/29/22 23:59,6042.958113
8/30/22 23:59,6060.057173
8/31/22 23:59,6077.209886
9/1/22 23:59,6094.416539
9/2/22 23:59,6111.677418
9/3/22 23:59,6128.992809
9/4/22 23:59,6146.362998
9/5/22 23:59,6163.788274
9/6/22 23:59,6181.268924
9/7/22 23:59,6198.805236
9/8/22 23:59,6216.397499
9/9/22 23:59,6234.046003
9/10/22 23:59,6251.751035
9/11/22 23:59,6269.512888
9/12/22 23:59,6287.331851
9/13/22 23:59,6305.208215
9/14/22 23:59,6323.142272
9/15/22 23:59,6341.134314
9/16/22 23:59,6359.184634
9/17/22 23:59,6377.293525
9/18/22 23:59,6395.46128
9/19/22 23:59,6413.688194
9/20/22 23:59,6431.974562
9/21/22 23:59,6450.32068
9/22/22 23:59,6468.726842
9/23/22 23:59,6487.193347
9/24/22 23:59,6505.720491
9/25/22 23:59,6524.308572
9/26/22 23:59,6542.957889
9/27/22 23:59,6561.668741
9/28/22 23:59,6580.441428
9/29/22 23:59,6599.276249
9/30/22 23:59,6618.173508
10/1/22 23:59,6637.133504
10/2/22 23:59,6656.156541
10/3/22 23:59,6675.242922
10/4/22 23:59,6694.39295
10/5/22 23:59,6713.606931
10/6/22 23:59,6732.88517
10/7/22 23:59,6752.227973
10/8/22 23:59,6771.635646
10/9/22 23:59,6791.108497
10/10/22 23:59,6810.646834
10/11/22 23:59,6830.250967
10/12/22 23:59,6849.921206
10/13/22 23:59,6869.65786
10/14/22 23:59,6889.461241
10/15/22 23:59,6909.331661
10/16/22 23:59,6929.269434
10/17/22 23:59,6949.274874
10/18/22 23:59,6969.348293
10/19/22 23:59,6989.490009
10/20/22 23:59,7009.700338
10/21/22 23:59,7029.979596
10/22/22 23:59,7050.328101
10/23/22 23:59,7070.746172
10/24/22 23:59,7091.23413
10/25/22 23:59,7111.792293
10/26/22 23:59,7132.420985
10/27/22 23:59,7153.120527
10/28/22 23:59,7173.891241
10/29/22 23:59,7194.733454
10/30/22 23:59,7215.647488
10/31/22 23:59,7236.633671
11/1/22 23:59,7257.692329
11/2/22 23:59,7278.823789
11/3/22 23:59,7300.028381
11/4/22 23:59,7321.306434
11/5/22 23:59,7342.658279
11/6/22 23:59,7364.084247
11/7/22 23:59,7385.584671
11/8/22 23:59,7407.159884
11/9/22 23:59,7428.810221
11/10/22 23:59,7450.536017
11/11/22 23:59,7472.337608
11/12/22 23:59,7494.215333
11/13/22 23:59,7516.169529
11/14/22 23:59,7538.200536
11/15/22 23:59,7560.308695
11/16/22 23:59,7582.494346
11/17/22 23:59,7604.757833
11/18/22 23:59,7627.0995
11/19/22 23:59,7649.519689
11/20/22 23:59,7672.018749
11/21/22 23:59,7694.597025
11/22/22 23:59,7717.254865
11/23/22 23:59,7739.992618
11/24/22 23:59,7762.810634
11/25/22 23:59,7785.709264
11/26/22 23:59,7808.68886
11/27/22 23:59,7831.749777
11/28/22 23:59,7854.892367
11/29/22 23:59,7878.116987
11/30/22 23:59,7901.423994
12/1/22 23:59,7924.813744
12/2/22 23:59,7948.286598
12/3/22 23:59,7971.842914
12/4/22 23:59,7995.483055
12/5/22 23:59,8019.207383
12/6/22 23:59,8043.016261
12/7/22 23:59,8066.910055
12/8/22 23:59,8090.889129
12/9/22 23:59,8114.953852
12/10/22 23:59,8139.104591
12/11/22 23:59,8163.341716
12/12/22 23:59,8187.665598
12/13/22 23:59,8212.076608
12/14/22 23:59,8236.575121
12/15/22 23:59,8261.161509
12/16/22 23:59,8285.836149
12/17/22 23:59,8310.599418
12/18/22 23:59,8335.451694
12/19/22 23:59,8360.393356
12/20/22 23:59,8385.424785
12/21/22 23:59,8410.546363
12/22/22 23:59,8435.758472
12/23/22 23:59,8461.061498
12/24/22 23:59,8486.455826
12/25/22 23:59,8511.941843
12/26/22 23:59,8537.519938
12/27/22 23:59,8563.1905
12/28/22 23:59,8588.953921
12/29/22 23:59,8614.810592
12/30/22 23:59,8640.760907
12/31/22 23:59,8666.805261
1/1/23 23:59,8692.944051
1/2/23 23:59,8719.177673
1/3/23 23:59,8745.506529
1/4/23 23:59,8771.931016
1/5/23 23:59,8798.451539
1/6/23 23:59,8825.068498
1/7/23 23:59,8851.7823
1/8/23 23:59,8878.59335
1/9/23 23:59,8905.502055
1/10/23 23:59,8932.508825
1/11/23 23:59,8959.614068
1/12/23 23:59,8986.818198
1/13/23 23:59,9014.121626
1/14/23 23:59,9041.524768
1/15/23 23:59,9069.028039
1/16/23 23:59,9096.631857
1/17/23 23:59,9124.33664
1/18/23 23:59,9152.142808
1/19/23 23:59,9180.050784
1/20/23 23:59,9208.06099
1/21/23 23:59,9236.173852
1/22/23 23:59,9264.389795
1/23/23 23:59,9292.709247
1/24/23 23:59,9321.132637
1/25/23 23:59,9349.660396
1/26/23 23:59,9378.292957
1/27/23 23:59,9407.030752
1/28/23 23:59,9435.874217
1/29/23 23:59,9464.82379
1/30/23 23:59,9493.879907
1/31/23 23:59,9523.04301
2/1/23 23:59,9552.31354
2/2/23 23:59,9581.69194
2/3/23 23:59,9611.178654
2/4/23 23:59,9640.774128
2/5/23 23:59,9670.478812
2/6/23 23:59,9700.293153
2/7/23 23:59,9730.217602
2/8/23 23:59,9760.252614
2/9/23 23:59,9790.398641
2/10/23 23:59,9820.65614
2/11/23 23:59,9851.025567
2/12/23 23:59,9881.507383
2/13/23 23:59,9912.102048
2/14/23 23:59,9942.810025
2/15/23 23:59,9973.631777
2/16/23 23:59,10004.56777
2/17/23 23:59,10035.61847
2/18/23 23:59,10066.78435
2/19/23 23:59,10098.06588
2/20/23 23:59,10129.46354
2/21/23 23:59,10160.97778
2/22/23 23:59,10192.6091
2/23/23 23:59,10224.35797
2/24/23 23:59,10256.22487
2/25/23 23:59,10288.21027
2/26/23 23:59,10320.31467
2/27/23 23:59,10352.53855
2/28/23 23:59,10384.88239
3/1/23 23:59,10417.34669
3/2/23 23:59,10449.93193
3/3/23 23:59,10482.6386
3/4/23 23:59,10515.4672
3/5/23 23:59,10548.41822
3/6/23 23:59,10581.49216
3/7/23 23:59,10614.68952
3/8/23 23:59,10648.01081
3/9/23 23:59,10681.45651
3/10/23 23:59,10715.02714
3/11/23 23:59,10748.72321
3/12/23 23:59,10782.54522
3/13/23 23:59,10816.49368
3/14/23 23:59,10850.5691
3/15/23 23:59,10884.77201
3/16/23 23:59,10919.1029
3/17/23 23:59,10953.56231
3/18/23 23:59,10988.15075
3/19/23 23:59,11022.86874
3/20/23 23:59,11057.7168
3/21/23 23:59,11092.69547
3/22/23 23:59,11127.80527
3/23/23 23:59,11163.04672
3/24/23 23:59,11198.42036
3/25/23 23:59,11233.92672
3/26/23 23:59,11269.56634
3/27/23 23:59,11305.33976
3/28/23 23:59,11341.2475
3/29/23 23:59,11377.29012
3/30/23 23:59,11413.46816
3/31/23 23:59,11449.78216
4/1/23 23:59,11486.23266
4/2/23 23:59,11522.82023
4/3/23 23:59,11559.5454
4/4/23 23:59,11596.40874
4/5/23 23:59,11633.4108
4/6/23 23:59,11670.55213
4/7/23 23:59,11707.83329
4/8/23 23:59,11745.25485
4/9/23 23:59,11782.81737
4/10/23 23:59,11820.52141
4/11/23 23:59,11858.36755
4/12/23 23:59,11896.35635
4/13/23 23:59,11934.48838
4/14/23 23:59,11972.76423
4/15/23 23:59,12011.18446
4/16/23 23:59,12049.74965
4/17/23 23:59,12088.46038
4/18/23 23:59,12127.31725
4/19/23 23:59,12166.32082
4/20/23 23:59,12205.4717
4/21/23 23:59,12244.77046
4/22/23 23:59,12284.2177
4/23/23 23:59,12323.81401
4/24/23 23:59,12363.56
4/25/23 23:59,12403.45625
4/26/23 23:59,12443.50337
4/27/23 23:59,12483.70196
4/28/23 23:59,12524.05263
4/29/23 23:59,12564.55598
4/30/23 23:59,12605.21262
5/1/23 23:59,12646.02317
5/2/23 23:59,12686.98823
5/3/23 23:59,12728.10843
5/4/23 23:59,12769.38439
5/5/23 23:59,12810.81671
5/6/23 23:59,12852.40604
5/7/23 23:59,12894.15299
5/8/23 23:59,12936.05819
5/9/23 23:59,12978.12227
5/10/23 23:59,13020.34587
5/11/23 23:59,13062.72962
5/12/23 23:59,13105.27415
5/13/23 23:59,13147.98012
5/14/23 23:59,13190.84815
5/15/23 23:59,13233.8789
5/16/23 23:59,13277.07301
5/17/23 23:59,13320.43113
5/18/23 23:59,13363.95391
5/19/23 23:59,13407.64202
5/20/23 23:59,13451.4961
5/21/23 23:59,13495.51681
5/22/23 23:59,13539.70483
5/23/23 23:59,13584.0608
5/24/23 23:59,13628.5854
5/25/23 23:59,13673.2793
5/26/23 23:59,13718.14318
5/27/23 23:59,13763.17769
5/28/23 23:59,13808.38353
5/29/23 23:59,13853.76137
5/30/23 23:59,13899.3119
5/31/23 23:59,13945.0358
6/1/23 23:59,13990.93375
6/2/23 23:59,14037.00645
6/3/23 23:59,14083.25459
6/4/23 23:59,14129.67887
6/5/23 23:59,14176.27997
6/6/23 23:59,14223.05862
6/7/23 23:59,14270.0155
6/8/23 23:59,14317.15132
6/9/23 23:59,14364.4668
6/10/23 23:59,14411.96263
6/11/23 23:59,14459.63955
6/12/23 23:59,14507.49826
6/13/23 23:59,14555.53948
6/14/23 23:59,14603.76394
6/15/23 23:59,14652.17236
6/16/23 23:59,14700.76547
6/17/23 23:59,14749.544
6/18/23 23:59,14798.50868
6/19/23 23:59,14847.66025
6/20/23 23:59,14896.99945
6/21/23 23:59,14946.52701
6/22/23 23:59,14996.24369
6/23/23 23:59,15046.15023
6/24/23 23:59,15096.24737
6/25/23 23:59,15146.53589
6/26/23 23:59,15197.01652
6/27/23 23:59,15247.69003
6/28/23 23:59,15298.55718
6/29/23 23:59,15349.61874
6/30/23 23:59,15400.87547
7/1/23 23:59,15452.32814
7/2/23 23:59,15503.97752
7/3/23 23:59,15555.8244
7/4/23 23:59,15607.86955
7/5/23 23:59,15660.11375
7/6/23 23:59,15712.55779
7/7/23 23:59,15765.20246
7/8/23 23:59,15818.04855
7/9/23 23:59,15871.09685
7/10/23 23:59,15924.34816
7/11/23 23:59,15977.80328
7/12/23 23:59,16031.46301
7/13/23 23:59,16085.32816
7/14/23 23:59,16139.39954
7/15/23 23:59,16193.67796
7/16/23 23:59,16248.16424
7/17/23 23:59,16302.85919
7/18/23 23:59,16357.76365
7/19/23 23:59,16412.87842
7/20/23 23:59,16468.20435
7/21/23 23:59,16523.74226
7/22/23 23:59,16579.49299
7/23/23 23:59,16635.45737
7/24/23 23:59,16691.63625
7/25/23 23:59,16748.03047
7/26/23 23:59,16804.64087
7/27/23 23:59,16861.46832
7/28/23 23:59,16918.51365
7/29/23 23:59,16975.77774
7/30/23 23:59,17033.26144
7/31/23 23:59,17090.9656
8/1/23 23:59,17148.89111
8/2/23 23:59,17207.03883
8/3/23 23:59,17265.40964
8/4/23 23:59,17324.0044
8/5/23 23:59,17382.82401
8/6/23 23:59,17441.86935
8/7/23 23:59,17501.1413
8/8/23 23:59,17560.64075
8/9/23 23:59,17620.3686
8/10/23 23:59,17680.32574
8/11/23 23:59,17740.51308
8/12/23 23:59,17800.93152
8/13/23 23:59,17861.58196
8/14/23 23:59,17922.46533
8/15/23 23:59,17983.58253
8/16/23 23:59,18044.93448
8/17/23 23:59,18106.52211
8/18/23 23:59,18168.34634
8/19/23 23:59,18230.40809
8/20/23 23:59,18292.7083
8/21/23 23:59,18355.24791
8/22/23 23:59,18418.02786
8/23/23 23:59,18481.04909
8/24/23 23:59,18544.31254
8/25/23 23:59,18607.81917
8/26/23 23:59,18671.56993
8/27/23 23:59,18735.56577
8/28/23 23:59,18799.80767
8/29/23 23:59,18864.29658
8/30/23 23:59,18929.03348
8/31/23 23:59,18994.01933
9/1/23 23:59,19059.25512
9/2/23 23:59,19124.74181
9/3/23 23:59,19190.48041
9/4/23 23:59,19256.47189
9/5/23 23:59,19322.71724
9/6/23 23:59,19389.21747
9/7/23 23:59,19455.97356
9/8/23 23:59,19522.98653
9/9/23 23:59,19590.25737
9/10/23 23:59,19657.78711
9/11/23 23:59,19725.57675
9/12/23 23:59,19793.62732
9/13/23 23:59,19861.93982
9/14/23 23:59,19930.5153
9/15/23 23:59,19999.35479
9/16/23 23:59,20068.4593
9/17/23 23:59,20137.82989
9/18/23 23:59,20207.4676
9/19/23 23:59,20277.37347
9/20/23 23:59,20347.54855
9/21/23 23:59,20417.99389
9/22/23 23:59,20488.71056
9/23/23 23:59,20559.69962
9/24/23 23:59,20630.96213
9/25/23 23:59,20702.49917
9/26/23 23:59,20774.3118
9/27/23 23:59,20846.40111
9/28/23 23:59,20918.76818
9/29/23 23:59,20991.4141
9/30/23 23:59,21064.33995
10/1/23 23:59,21137.54684
10/2/23 23:59,21211.03586
10/3/23 23:59,21284.80812
10/4/23 23:59,21358.86473
10/5/23 23:59,21433.20679
10/6/23 23:59,21507.83543
10/7/23 23:59,21582.75177
10/8/23 23:59,21657.95692
10/9/23 23:59,21733.45203
10/10/23 23:59,21809.23822
10/11/23 23:59,21885.31663
10/12/23 23:59,21961.68841
10/13/23 23:59,22038.35471
10/14/23 23:59,22115.31666
10/15/23 23:59,22192.57544
10/16/23 23:59,22270.1322
10/17/23 23:59,22347.98811
10/18/23 23:59,22426.14434
10/19/23 23:59,22504.60205
10/20/23 23:59,22583.36243
10/21/23 23:59,22662.42666
10/22/23 23:59,22741.79593
10/23/23 23:59,22821.47144
10/24/23 23:59,22901.45437
10/25/23 23:59,22981.74593
10/26/23 23:59,23062.34733
10/27/23 23:59,23143.25977
10/28/23 23:59,23224.48448
10/29/23 23:59,23306.02266
10/30/23 23:59,23387.87555
10/31/23 23:59,23470.04438
11/1/23 23:59,23552.53038
11/2/23 23:59,23635.33479
11/3/23 23:59,23718.45885
11/4/23 23:59,23801.90381
11/5/23 23:59,23885.67093
11/6/23 23:59,23969.76146
11/7/23 23:59,24054.17667
11/8/23 23:59,24138.91782
11/9/23 23:59,24223.98619
11/10/23 23:59,24309.38305
11/11/23 23:59,24395.10969
11/12/23 23:59,24481.1674
11/13/23 23:59,24567.55746
11/14/23 23:59,24654.28118
11/15/23 23:59,24741.33986
11/16/23 23:59,24828.7348
11/17/23 23:59,24916.46733
11/18/23 23:59,25004.53874
11/19/23 23:59,25092.95038
11/20/23 23:59,25181.70356
11/21/23 23:59,25270.79963
11/22/23 23:59,25360.23991
11/23/23 23:59,25450.02576
11/24/23 23:59,25540.15851
11/25/23 23:59,25630.63953
11/26/23 23:59,25721.47017
11/27/23 23:59,25812.6518
11/28/23 23:59,25904.18579
11/29/23 23:59,25996.07351
11/30/23 23:59,26088.31634
12/1/23 23:59,26180.91567
12/2/23 23:59,26273.87288
12/3/23 23:59,26367.18939
12/4/23 23:59,26460.86657
12/5/23 23:59,26554.90586
12/6/23 23:59,26649.30864
12/7/23 23:59,26744.07635
12/8/23 23:59,26839.21041
12/9/23 23:59,26934.71225
12/10/23 23:59,27030.58329
12/11/23 23:59,27126.82499
12/12/23 23:59,27223.43878
12/13/23 23:59,27320.42612
12/14/23 23:59,27417.78846
12/15/23 23:59,27515.52727
12/16/23 23:59,27613.64401
12/17/23 23:59,27712.14016
12/18/23 23:59,27811.0172
12/19/23 23:59,27910.27661
12/20/23 23:59,28009.91989
12/21/23 23:59,28109.94852
12/22/23 23:59,28210.36402
12/23/23 23:59,28311.16789
12/24/23 23:59,28412.36164
12/25/23 23:59,28513.9468
12/26/23 23:59,28615.92489
12/27/23 23:59,28718.29744
12/28/23 23:59,28821.06599
12/29/23 23:59,28924.23208
12/30/23 23:59,29027.79727
12/31/23 23:59,29131.7631