Date,Litecoin Price Prediction ($)
1/1/22 23:59,144.4429634
1/2/22 23:59,147.1149378
1/3/22 23:59,149.4589914
1/4/22 23:59,151.6274933
1/5/22 23:59,153.669171
1/6/22 23:59,155.6064342
1/7/22 23:59,157.4526026
1/8/22 23:59,159.2172215
1/9/22 23:59,160.9079904
1/10/22 23:59,162.5315353
1/11/22 23:59,164.0937424
1/12/22 23:59,165.599915
1/13/22 23:59,167.0548575
1/14/22 23:59,168.4629291
1/15/22 23:59,169.828084
1/16/22 23:59,171.1539062
1/17/22 23:59,172.443642
1/18/22 23:59,173.7002293
1/19/22 23:59,174.9263268
1/20/22 23:59,176.1243403
1/21/22 23:59,177.2964475
1/22/22 23:59,178.4446206
1/23/22 23:59,179.5706475
1/24/22 23:59,180.6761508
1/25/22 23:59,181.7626046
1/26/22 23:59,182.8313502
1/27/22 23:59,183.8836099
1/28/22 23:59,184.9204991
1/29/22 23:59,185.9430379
1/30/22 23:59,186.9521604
1/31/22 23:59,187.9487236
2/1/22 23:59,188.9335154
2/2/22 23:59,189.9072612
2/3/22 23:59,190.8706304
2/4/22 23:59,191.8242417
2/5/22 23:59,192.7686679
2/6/22 23:59,193.7044403
2/7/22 23:59,194.6320528
2/8/22 23:59,195.551965
2/9/22 23:59,196.4646056
2/10/22 23:59,197.3703748
2/11/22 23:59,198.2696474
2/12/22 23:59,199.1627741
2/13/22 23:59,200.0500845
2/14/22 23:59,200.9318881
2/15/22 23:59,201.8084763
2/16/22 23:59,202.6801238
2/17/22 23:59,203.5470899
2/18/22 23:59,204.4096197
2/19/22 23:59,205.267945
2/20/22 23:59,206.1222856
2/21/22 23:59,206.97285
2/22/22 23:59,207.8198362
2/23/22 23:59,208.6634325
2/24/22 23:59,209.5038182
2/25/22 23:59,210.3411641
2/26/22 23:59,211.1756332
2/27/22 23:59,212.0073811
2/28/22 23:59,212.8365566
3/1/22 23:59,213.6633019
3/2/22 23:59,214.4877534
3/3/22 23:59,215.3100417
3/4/22 23:59,216.1302922
3/5/22 23:59,216.9486251
3/6/22 23:59,217.7651562
3/7/22 23:59,218.5799966
3/8/22 23:59,219.3932533
3/9/22 23:59,220.2050296
3/10/22 23:59,221.0154247
3/11/22 23:59,221.8245346
3/12/22 23:59,222.6324517
3/13/22 23:59,223.4392655
3/14/22 23:59,224.2450624
3/15/22 23:59,225.0499259
3/16/22 23:59,225.8539369
3/17/22 23:59,226.6571739
3/18/22 23:59,227.4597127
3/19/22 23:59,228.2616269
3/20/22 23:59,229.0629881
3/21/22 23:59,229.8638654
3/22/22 23:59,230.6643264
3/23/22 23:59,231.4644364
3/24/22 23:59,232.2642591
3/25/22 23:59,233.0638565
3/26/22 23:59,233.8632889
3/27/22 23:59,234.662615
3/28/22 23:59,235.461892
3/29/22 23:59,236.2611758
3/30/22 23:59,237.0605206
3/31/22 23:59,237.8599798
4/1/22 23:59,238.6596051
4/2/22 23:59,239.4594471
4/3/22 23:59,240.2595554
4/4/22 23:59,241.0599784
4/5/22 23:59,241.8607634
4/6/22 23:59,242.6619567
4/7/22 23:59,243.4636036
4/8/22 23:59,244.2657486
4/9/22 23:59,245.0684352
4/10/22 23:59,245.871706
4/11/22 23:59,246.6756028
4/12/22 23:59,247.4801667
4/13/22 23:59,248.2854378
4/14/22 23:59,249.0914558
4/15/22 23:59,249.8982594
4/16/22 23:59,250.7058867
4/17/22 23:59,251.5143752
4/18/22 23:59,252.3237618
4/19/22 23:59,253.1340826
4/20/22 23:59,253.9453733
4/21/22 23:59,254.7576689
4/22/22 23:59,255.571004
4/23/22 23:59,256.3854126
4/24/22 23:59,257.2009282
4/25/22 23:59,258.0175838
4/26/22 23:59,258.8354118
4/27/22 23:59,259.6544445
4/28/22 23:59,260.4747134
4/29/22 23:59,261.2962498
4/30/22 23:59,262.1190844
5/1/22 23:59,262.9432478
5/2/22 23:59,263.7687698
5/3/22 23:59,264.5956803
5/4/22 23:59,265.4240085
5/5/22 23:59,266.2537834
5/6/22 23:59,267.0850336
5/7/22 23:59,267.9177875
5/8/22 23:59,268.7520731
5/9/22 23:59,269.5879181
5/10/22 23:59,270.4253499
5/11/22 23:59,271.2643957
5/12/22 23:59,272.1050824
5/13/22 23:59,272.9474367
5/14/22 23:59,273.7914848
5/15/22 23:59,274.637253
5/16/22 23:59,275.484767
5/17/22 23:59,276.3340527
5/18/22 23:59,277.1851355
5/19/22 23:59,278.0380405
5/20/22 23:59,278.892793
5/21/22 23:59,279.7494176
5/22/22 23:59,280.6079391
5/23/22 23:59,281.4683819
5/24/22 23:59,282.3307704
5/25/22 23:59,283.1951286
5/26/22 23:59,284.0614805
5/27/22 23:59,284.9298499
5/28/22 23:59,285.8002606
5/29/22 23:59,286.6727358
5/30/22 23:59,287.5472991
5/31/22 23:59,288.4239737
6/1/22 23:59,289.3027825
6/2/22 23:59,290.1837486
6/3/22 23:59,291.0668949
6/4/22 23:59,291.9522439
6/5/22 23:59,292.8398183
6/6/22 23:59,293.7296407
6/7/22 23:59,294.6217333
6/8/22 23:59,295.5161184
6/9/22 23:59,296.4128183
6/10/22 23:59,297.311855
6/11/22 23:59,298.2132505
6/12/22 23:59,299.1170266
6/13/22 23:59,300.0232053
6/14/22 23:59,300.9318082
6/15/22 23:59,301.842857
6/16/22 23:59,302.7563733
6/17/22 23:59,303.6723787
6/18/22 23:59,304.5908944
6/19/22 23:59,305.511942
6/20/22 23:59,306.4355427
6/21/22 23:59,307.3617178
6/22/22 23:59,308.2904885
6/23/22 23:59,309.2218759
6/24/22 23:59,310.1559012
6/25/22 23:59,311.0925853
6/26/22 23:59,312.0319493
6/27/22 23:59,312.9740142
6/28/22 23:59,313.9188008
6/29/22 23:59,314.86633
6/30/22 23:59,315.8166226
7/1/22 23:59,316.7696995
7/2/22 23:59,317.7255814
7/3/22 23:59,318.6842891
7/4/22 23:59,319.6458433
7/5/22 23:59,320.6102646
7/6/22 23:59,321.5775737
7/7/22 23:59,322.5477913
7/8/22 23:59,323.5209379
7/9/22 23:59,324.4970342
7/10/22 23:59,325.4761008
7/11/22 23:59,326.4581581
7/12/22 23:59,327.4432268
7/13/22 23:59,328.4313274
7/14/22 23:59,329.4224805
7/15/22 23:59,330.4167065
7/16/22 23:59,331.414026
7/17/22 23:59,332.4144594
7/18/22 23:59,333.4180274
7/19/22 23:59,334.4247503
7/20/22 23:59,335.4346488
7/21/22 23:59,336.4477432
7/22/22 23:59,337.4640542
7/23/22 23:59,338.4836022
7/24/22 23:59,339.5064077
7/25/22 23:59,340.5324913
7/26/22 23:59,341.5618735
7/27/22 23:59,342.5945749
7/28/22 23:59,343.6306159
7/29/22 23:59,344.6700172
7/30/22 23:59,345.7127993
7/31/22 23:59,346.7589829
8/1/22 23:59,347.8085885
8/2/22 23:59,348.8616368
8/3/22 23:59,349.9181484
8/4/22 23:59,350.9781439
8/5/22 23:59,352.0416441
8/6/22 23:59,353.1086696
8/7/22 23:59,354.1792412
8/8/22 23:59,355.2533796
8/9/22 23:59,356.3311056
8/10/22 23:59,357.41244
8/11/22 23:59,358.4974037
8/12/22 23:59,359.5860174
8/13/22 23:59,360.678302
8/14/22 23:59,361.7742786
8/15/22 23:59,362.8739679
8/16/22 23:59,363.977391
8/17/22 23:59,365.084569
8/18/22 23:59,366.1955227
8/19/22 23:59,367.3102734
8/20/22 23:59,368.4288421
8/21/22 23:59,369.55125
8/22/22 23:59,370.6775182
8/23/22 23:59,371.8076681
8/24/22 23:59,372.9417207
8/25/22 23:59,374.0796976
8/26/22 23:59,375.2216199
8/27/22 23:59,376.367509
8/28/22 23:59,377.5173865
8/29/22 23:59,378.6712738
8/30/22 23:59,379.8291924
8/31/22 23:59,380.9911638
9/1/22 23:59,382.1572097
9/2/22 23:59,383.3273517
9/3/22 23:59,384.5016115
9/4/22 23:59,385.6800108
9/5/22 23:59,386.8625716
9/6/22 23:59,388.0493155
9/7/22 23:59,389.2402645
9/8/22 23:59,390.4354406
9/9/22 23:59,391.6348658
9/10/22 23:59,392.8385621
9/11/22 23:59,394.0465516
9/12/22 23:59,395.2588565
9/13/22 23:59,396.4754989
9/14/22 23:59,397.6965013
9/15/22 23:59,398.9218858
9/16/22 23:59,400.151675
9/17/22 23:59,401.3858912
9/18/22 23:59,402.6245569
9/19/22 23:59,403.8676947
9/20/22 23:59,405.1153272
9/21/22 23:59,406.3674772
9/22/22 23:59,407.6241672
9/23/22 23:59,408.8854203
9/24/22 23:59,410.1512591
9/25/22 23:59,411.4217067
9/26/22 23:59,412.6967861
9/27/22 23:59,413.9765202
9/28/22 23:59,415.2609323
9/29/22 23:59,416.5500456
9/30/22 23:59,417.8438832
10/1/22 23:59,419.1424685
10/2/22 23:59,420.4458249
10/3/22 23:59,421.7539758
10/4/22 23:59,423.0669449
10/5/22 23:59,424.3847557
10/6/22 23:59,425.7074318
10/7/22 23:59,427.034997
10/8/22 23:59,428.3674751
10/9/22 23:59,429.7048901
10/10/22 23:59,431.0472658
10/11/22 23:59,432.3946263
10/12/22 23:59,433.7469957
10/13/22 23:59,435.1043981
10/14/22 23:59,436.4668579
10/15/22 23:59,437.8343994
10/16/22 23:59,439.207047
10/17/22 23:59,440.5848251
10/18/22 23:59,441.9677583
10/19/22 23:59,443.3558713
10/20/22 23:59,444.7491888
10/21/22 23:59,446.1477355
10/22/22 23:59,447.5515365
10/23/22 23:59,448.9606165
10/24/22 23:59,450.3750007
10/25/22 23:59,451.7947142
10/26/22 23:59,453.2197822
10/27/22 23:59,454.65023
10/28/22 23:59,456.0860829
10/29/22 23:59,457.5273665
10/30/22 23:59,458.9741062
10/31/22 23:59,460.4263277
11/1/22 23:59,461.8840566
11/2/22 23:59,463.3473189
11/3/22 23:59,464.8161404
11/4/22 23:59,466.290547
11/5/22 23:59,467.7705648
11/6/22 23:59,469.25622
11/7/22 23:59,470.7475388
11/8/22 23:59,472.2445476
11/9/22 23:59,473.7472727
11/10/22 23:59,475.2557407
11/11/22 23:59,476.7699781
11/12/22 23:59,478.2900118
11/13/22 23:59,479.8158684
11/14/22 23:59,481.3475748
11/15/22 23:59,482.8851581
11/16/22 23:59,484.4286452
11/17/22 23:59,485.9780635
11/18/22 23:59,487.53344
11/19/22 23:59,489.0948022
11/20/22 23:59,490.6621776
11/21/22 23:59,492.2355937
11/22/22 23:59,493.8150781
11/23/22 23:59,495.4006586
11/24/22 23:59,496.992363
11/25/22 23:59,498.5902193
11/26/22 23:59,500.1942556
11/27/22 23:59,501.8044999
11/28/22 23:59,503.4209806
11/29/22 23:59,505.043726
11/30/22 23:59,506.6727645
12/1/22 23:59,508.3081247
12/2/22 23:59,509.9498353
12/3/22 23:59,511.597925
12/4/22 23:59,513.2524228
12/5/22 23:59,514.9133575
12/6/22 23:59,516.5807583
12/7/22 23:59,518.2546543
12/8/22 23:59,519.9350749
12/9/22 23:59,521.6220495
12/10/22 23:59,523.3156076
12/11/22 23:59,525.0157787
12/12/22 23:59,526.7225927
12/13/22 23:59,528.4360793
12/14/22 23:59,530.1562686
12/15/22 23:59,531.8831905
12/16/22 23:59,533.6168754
12/17/22 23:59,535.3573534
12/18/22 23:59,537.1046549
12/19/22 23:59,538.8588105
12/20/22 23:59,540.6198508
12/21/22 23:59,542.3878066
12/22/22 23:59,544.1627087
12/23/22 23:59,545.944588
12/24/22 23:59,547.7334757
12/25/22 23:59,549.5294031
12/26/22 23:59,551.3324013
12/27/22 23:59,553.1425019
12/28/22 23:59,554.9597364
12/29/22 23:59,556.7841365
12/30/22 23:59,558.6157341
12/31/22 23:59,560.4545609
1/1/23 23:59,562.3006492
1/2/23 23:59,564.154031
1/3/23 23:59,566.0147387
1/4/23 23:59,567.8828046
1/5/23 23:59,569.7582614
1/6/23 23:59,571.6411416
1/7/23 23:59,573.531478
1/8/23 23:59,575.4293036
1/9/23 23:59,577.3346515
1/10/23 23:59,579.2475547
1/11/23 23:59,581.1680465
1/12/23 23:59,583.0961605
1/13/23 23:59,585.0319301
1/14/23 23:59,586.975389
1/15/23 23:59,588.9265711
1/16/23 23:59,590.8855102
1/17/23 23:59,592.8522405
1/18/23 23:59,594.8267962
1/19/23 23:59,596.8092115
1/20/23 23:59,598.799521
1/21/23 23:59,600.7977593
1/22/23 23:59,602.803961
1/23/23 23:59,604.8181612
1/24/23 23:59,606.8403947
1/25/23 23:59,608.8706968
1/26/23 23:59,610.9091027
1/27/23 23:59,612.9556478
1/28/23 23:59,615.0103677
1/29/23 23:59,617.0732981
1/30/23 23:59,619.1444748
1/31/23 23:59,621.2239338
2/1/23 23:59,623.3117113
2/2/23 23:59,625.4078434
2/3/23 23:59,627.5123666
2/4/23 23:59,629.6253174
2/5/23 23:59,631.7467326
2/6/23 23:59,633.8766489
2/7/23 23:59,636.0151033
2/8/23 23:59,638.162133
2/9/23 23:59,640.3177752
2/10/23 23:59,642.4820673
2/11/23 23:59,644.6550469
2/12/23 23:59,646.8367517
2/13/23 23:59,649.0272196
2/14/23 23:59,651.2264885
2/15/23 23:59,653.4345967
2/16/23 23:59,655.6515825
2/17/23 23:59,657.8774842
2/18/23 23:59,660.1123406
2/19/23 23:59,662.3561903
2/20/23 23:59,664.6090724
2/21/23 23:59,666.8710258
2/22/23 23:59,669.1420899
2/23/23 23:59,671.422304
2/24/23 23:59,673.7117076
2/25/23 23:59,676.0103404
2/26/23 23:59,678.3182424
2/27/23 23:59,680.6354535
2/28/23 23:59,682.9620139
3/1/23 23:59,685.2979639
3/2/23 23:59,687.643344
3/3/23 23:59,689.998195
3/4/23 23:59,692.3625575
3/5/23 23:59,694.7364727
3/6/23 23:59,697.1199816
3/7/23 23:59,699.5131255
3/8/23 23:59,701.915946
3/9/23 23:59,704.3284846
3/10/23 23:59,706.7507832
3/11/23 23:59,709.1828838
3/12/23 23:59,711.6248285
3/13/23 23:59,714.0766595
3/14/23 23:59,716.5384195
3/15/23 23:59,719.0101511
3/16/23 23:59,721.491897
3/17/23 23:59,723.9837003
3/18/23 23:59,726.4856041
3/19/23 23:59,728.9976518
3/20/23 23:59,731.5198869
3/21/23 23:59,734.0523531
3/22/23 23:59,736.5950942
3/23/23 23:59,739.1481544
3/24/23 23:59,741.7115778
3/25/23 23:59,744.2854088
3/26/23 23:59,746.8696919
3/27/23 23:59,749.4644721
3/28/23 23:59,752.0697941
3/29/23 23:59,754.6857032
3/30/23 23:59,757.3122445
3/31/23 23:59,759.9494637
4/1/23 23:59,762.5974063
4/2/23 23:59,765.2561182
4/3/23 23:59,767.9256455
4/4/23 23:59,770.6060343
4/5/23 23:59,773.2973311
4/6/23 23:59,775.9995825
4/7/23 23:59,778.7128352
4/8/23 23:59,781.4371363
4/9/23 23:59,784.1725329
4/10/23 23:59,786.9190723
4/11/23 23:59,789.6768021
4/12/23 23:59,792.4457701
4/13/23 23:59,795.2260241
4/14/23 23:59,798.0176124
4/15/23 23:59,800.8205831
4/16/23 23:59,803.6349849
4/17/23 23:59,806.4608665
4/18/23 23:59,809.2982767
4/19/23 23:59,812.1472647
4/20/23 23:59,815.0078798
4/21/23 23:59,817.8801714
4/22/23 23:59,820.7641894
4/23/23 23:59,823.6599836
4/24/23 23:59,826.5676041
4/25/23 23:59,829.4871013
4/26/23 23:59,832.4185257
4/27/23 23:59,835.361928
4/28/23 23:59,838.3173591
4/29/23 23:59,841.2848702
4/30/23 23:59,844.2645127
5/1/23 23:59,847.256338
5/2/23 23:59,850.2603981
5/3/23 23:59,853.2767448
5/4/23 23:59,856.3054303
5/5/23 23:59,859.3465071
5/6/23 23:59,862.4000277
5/7/23 23:59,865.4660451
5/8/23 23:59,868.5446122
5/9/23 23:59,871.6357823
5/10/23 23:59,874.7396089
5/11/23 23:59,877.8561458
5/12/23 23:59,880.9854467
5/13/23 23:59,884.1275659
5/14/23 23:59,887.2825577
5/15/23 23:59,890.4504768
5/16/23 23:59,893.6313778
5/17/23 23:59,896.8253159
5/18/23 23:59,900.0323462
5/19/23 23:59,903.2525244
5/20/23 23:59,906.485906
5/21/23 23:59,909.732547
5/22/23 23:59,912.9925036
5/23/23 23:59,916.2658322
5/24/23 23:59,919.5525893
5/25/23 23:59,922.8528319
5/26/23 23:59,926.1666171
5/27/23 23:59,929.4940021
5/28/23 23:59,932.8350445
5/29/23 23:59,936.1898021
5/30/23 23:59,939.558333
5/31/23 23:59,942.9406953
6/1/23 23:59,946.3369476
6/2/23 23:59,949.7471487
6/3/23 23:59,953.1713575
6/4/23 23:59,956.6096333
6/5/23 23:59,960.0620355
6/6/23 23:59,963.5286238
6/7/23 23:59,967.0094583
6/8/23 23:59,970.504599
6/9/23 23:59,974.0141064
6/10/23 23:59,977.5380414
6/11/23 23:59,981.0764647
6/12/23 23:59,984.6294376
6/13/23 23:59,988.1970215
6/14/23 23:59,991.7792782
6/15/23 23:59,995.3762695
6/16/23 23:59,998.9880578
6/17/23 23:59,1002.614705
6/18/23 23:59,1006.256275
6/19/23 23:59,1009.91283
6/20/23 23:59,1013.584433
6/21/23 23:59,1017.271148
6/22/23 23:59,1020.973038
6/23/23 23:59,1024.690168
6/24/23 23:59,1028.422602
6/25/23 23:59,1032.170404
6/26/23 23:59,1035.93364
6/27/23 23:59,1039.712373
6/28/23 23:59,1043.506671
6/29/23 23:59,1047.316597
6/30/23 23:59,1051.142219
7/1/23 23:59,1054.983602
7/2/23 23:59,1058.840813
7/3/23 23:59,1062.713918
7/4/23 23:59,1066.602984
7/5/23 23:59,1070.50808
7/6/23 23:59,1074.429271
7/7/23 23:59,1078.366626
7/8/23 23:59,1082.320214
7/9/23 23:59,1086.290101
7/10/23 23:59,1090.276358
7/11/23 23:59,1094.279053
7/12/23 23:59,1098.298255
7/13/23 23:59,1102.334034
7/14/23 23:59,1106.386459
7/15/23 23:59,1110.455601
7/16/23 23:59,1114.541529
7/17/23 23:59,1118.644316
7/18/23 23:59,1122.76403
7/19/23 23:59,1126.900745
7/20/23 23:59,1131.054531
7/21/23 23:59,1135.22546
7/22/23 23:59,1139.413604
7/23/23 23:59,1143.619035
7/24/23 23:59,1147.841827
7/25/23 23:59,1152.082053
7/26/23 23:59,1156.339785
7/27/23 23:59,1160.615097
7/28/23 23:59,1164.908064
7/29/23 23:59,1169.218759
7/30/23 23:59,1173.547257
7/31/23 23:59,1177.893633
8/1/23 23:59,1182.257961
8/2/23 23:59,1186.640318
8/3/23 23:59,1191.04078
8/4/23 23:59,1195.459421
8/5/23 23:59,1199.89632
8/6/23 23:59,1204.351551
8/7/23 23:59,1208.825193
8/8/23 23:59,1213.317323
8/9/23 23:59,1217.828018
8/10/23 23:59,1222.357357
8/11/23 23:59,1226.905417
8/12/23 23:59,1231.472278
8/13/23 23:59,1236.058018
8/14/23 23:59,1240.662717
8/15/23 23:59,1245.286454
8/16/23 23:59,1249.929309
8/17/23 23:59,1254.591362
8/18/23 23:59,1259.272694
8/19/23 23:59,1263.973387
8/20/23 23:59,1268.69352
8/21/23 23:59,1273.433177
8/22/23 23:59,1278.192438
8/23/23 23:59,1282.971386
8/24/23 23:59,1287.770104
8/25/23 23:59,1292.588674
8/26/23 23:59,1297.427181
8/27/23 23:59,1302.285707
8/28/23 23:59,1307.164337
8/29/23 23:59,1312.063154
8/30/23 23:59,1316.982245
8/31/23 23:59,1321.921693
9/1/23 23:59,1326.881584
9/2/23 23:59,1331.862003
9/3/23 23:59,1336.863038
9/4/23 23:59,1341.884774
9/5/23 23:59,1346.927298
9/6/23 23:59,1351.990698
9/7/23 23:59,1357.075061
9/8/23 23:59,1362.180474
9/9/23 23:59,1367.307027
9/10/23 23:59,1372.454807
9/11/23 23:59,1377.623904
9/12/23 23:59,1382.814407
9/13/23 23:59,1388.026405
9/14/23 23:59,1393.25999
9/15/23 23:59,1398.515251
9/16/23 23:59,1403.792279
9/17/23 23:59,1409.091166
9/18/23 23:59,1414.412003
9/19/23 23:59,1419.754882
9/20/23 23:59,1425.119895
9/21/23 23:59,1430.507135
9/22/23 23:59,1435.916696
9/23/23 23:59,1441.348671
9/24/23 23:59,1446.803153
9/25/23 23:59,1452.280237
9/26/23 23:59,1457.780018
9/27/23 23:59,1463.302591
9/28/23 23:59,1468.848051
9/29/23 23:59,1474.416494
9/30/23 23:59,1480.008017
10/1/23 23:59,1485.622715
10/2/23 23:59,1491.260687
10/3/23 23:59,1496.922029
10/4/23 23:59,1502.60684
10/5/23 23:59,1508.315218
10/6/23 23:59,1514.047261
10/7/23 23:59,1519.803068
10/8/23 23:59,1525.582739
10/9/23 23:59,1531.386375
10/10/23 23:59,1537.214074
10/11/23 23:59,1543.065939
10/12/23 23:59,1548.94207
10/13/23 23:59,1554.842568
10/14/23 23:59,1560.767536
10/15/23 23:59,1566.717077
10/16/23 23:59,1572.691292
10/17/23 23:59,1578.690286
10/18/23 23:59,1584.714162
10/19/23 23:59,1590.763024
10/20/23 23:59,1596.836976
10/21/23 23:59,1602.936125
10/22/23 23:59,1609.060574
10/23/23 23:59,1615.210431
10/24/23 23:59,1621.3858
10/25/23 23:59,1627.58679
10/26/23 23:59,1633.813507
10/27/23 23:59,1640.06606
10/28/23 23:59,1646.344555
10/29/23 23:59,1652.649101
10/30/23 23:59,1658.979809
10/31/23 23:59,1665.336786
11/1/23 23:59,1671.720143
11/2/23 23:59,1678.12999
11/3/23 23:59,1684.566439
11/4/23 23:59,1691.029599
11/5/23 23:59,1697.519584
11/6/23 23:59,1704.036505
11/7/23 23:59,1710.580474
11/8/23 23:59,1717.151606
11/9/23 23:59,1723.750013
11/10/23 23:59,1730.37581
11/11/23 23:59,1737.029111
11/12/23 23:59,1743.710032
11/13/23 23:59,1750.418687
11/14/23 23:59,1757.155192
11/15/23 23:59,1763.919665
11/16/23 23:59,1770.712222
11/17/23 23:59,1777.532981
11/18/23 23:59,1784.382058
11/19/23 23:59,1791.259574
11/20/23 23:59,1798.165646
11/21/23 23:59,1805.100394
11/22/23 23:59,1812.063939
11/23/23 23:59,1819.056399
11/24/23 23:59,1826.077897
11/25/23 23:59,1833.128553
11/26/23 23:59,1840.20849
11/27/23 23:59,1847.31783
11/28/23 23:59,1854.456695
11/29/23 23:59,1861.625209
11/30/23 23:59,1868.823497
12/1/23 23:59,1876.051682
12/2/23 23:59,1883.30989
12/3/23 23:59,1890.598245
12/4/23 23:59,1897.916874
12/5/23 23:59,1905.265904
12/6/23 23:59,1912.645461
12/7/23 23:59,1920.055674
12/8/23 23:59,1927.496669
12/9/23 23:59,1934.968576
12/10/23 23:59,1942.471524
12/11/23 23:59,1950.005643
12/12/23 23:59,1957.571063
12/13/23 23:59,1965.167914
12/14/23 23:59,1972.796328
12/15/23 23:59,1980.456437
12/16/23 23:59,1988.148373
12/17/23 23:59,1995.87227
12/18/23 23:59,2003.62826
12/19/23 23:59,2011.416478
12/20/23 23:59,2019.237059
12/21/23 23:59,2027.090137
12/22/23 23:59,2034.975848
12/23/23 23:59,2042.89433
12/24/23 23:59,2050.845717
12/25/23 23:59,2058.830149
12/26/23 23:59,2066.847763
12/27/23 23:59,2074.898698
12/28/23 23:59,2082.983092
12/29/23 23:59,2091.101086
12/30/23 23:59,2099.25282
12/31/23 23:59,2107.438435