Date,Ethereum Value Prediction
1/1/22 23:59,2581.68712
1/2/22 23:59,2525.776116
1/3/22 23:59,2326.053716
1/4/22 23:59,2060.940222
1/5/22 23:59,2381.617622
1/6/22 23:59,2572.44527
1/7/22 23:59,2781.915108
1/8/22 23:59,2765.680115
1/9/22 23:59,2548.8623
1/10/22 23:59,2387.714762
1/11/22 23:59,2330.511161
1/12/22 23:59,2497.680121
1/13/22 23:59,2635.449124
1/14/22 23:59,2678.396939
1/15/22 23:59,2779.469596
1/16/22 23:59,2709.901501
1/17/22 23:59,2687.859304
1/18/22 23:59,2679.801744
1/19/22 23:59,2714.590119
1/20/22 23:59,2468.196424
1/21/22 23:59,2518.634238
1/22/22 23:59,2527.67968
1/23/22 23:59,2411.142146
1/24/22 23:59,2356.492935
1/25/22 23:59,2430.00404
1/26/22 23:59,2537.910537
1/27/22 23:59,2577.191156
1/28/22 23:59,2454.489686
1/29/22 23:59,2384.738483
1/30/22 23:59,2262.251712
1/31/22 23:59,2223.649961
2/1/22 23:59,2162.672653
2/2/22 23:59,2063.324747
2/3/22 23:59,1850.380209
2/4/22 23:59,1935.550963
2/5/22 23:59,1959.885718
2/6/22 23:59,1906.079944
2/7/22 23:59,1784.869622
2/8/22 23:59,1895.601995
2/9/22 23:59,2051.710451
2/10/22 23:59,2159.23951
2/11/22 23:59,2186.87485
2/12/22 23:59,2177.739238
2/13/22 23:59,2088.710652
2/14/22 23:59,2177.578584
2/15/22 23:59,2287.56228
2/16/22 23:59,2242.482115
2/17/22 23:59,2272.10713
2/18/22 23:59,2284.993086
2/19/22 23:59,2297.265534
2/20/22 23:59,2309.189226
2/21/22 23:59,2320.500485
2/22/22 23:59,2331.618735
2/23/22 23:59,2342.432098
2/24/22 23:59,2352.748722
2/25/22 23:59,2362.000623
2/26/22 23:59,2371.678378
2/27/22 23:59,2381.477806
2/28/22 23:59,2391.008206
3/1/22 23:59,2399.932554
3/2/22 23:59,2409.410564
3/3/22 23:59,2419.669116
3/4/22 23:59,2430.465314
3/5/22 23:59,2441.399688
3/6/22 23:59,2452.288384
3/7/22 23:59,2462.731938
3/8/22 23:59,2473.61983
3/9/22 23:59,2485.057642
3/10/22 23:59,2496.270052
3/11/22 23:59,2507.630588
3/12/22 23:59,2519.055554
3/13/22 23:59,2530.541881
3/14/22 23:59,2542.087827
3/15/22 23:59,2553.69033
3/16/22 23:59,2565.348423
3/17/22 23:59,2577.060584
3/18/22 23:59,2588.824328
3/19/22 23:59,2600.634331
3/20/22 23:59,2612.492723
3/21/22 23:59,2624.400112
3/22/22 23:59,2636.355153
3/23/22 23:59,2648.354815
3/24/22 23:59,2660.401868
3/25/22 23:59,2672.500214
3/26/22 23:59,2684.65254
3/27/22 23:59,2696.859539
3/28/22 23:59,2709.120981
3/29/22 23:59,2721.43464
3/30/22 23:59,2733.80274
3/31/22 23:59,2746.228028
4/1/22 23:59,2758.709378
4/2/22 23:59,2771.247531
4/3/22 23:59,2783.842809
4/4/22 23:59,2796.495518
4/5/22 23:59,2809.205957
4/6/22 23:59,2821.974409
4/7/22 23:59,2834.801151
4/8/22 23:59,2847.686454
4/9/22 23:59,2860.630576
4/10/22 23:59,2873.633747
4/11/22 23:59,2886.696211
4/12/22 23:59,2899.818211
4/13/22 23:59,2912.999987
4/14/22 23:59,2926.241761
4/15/22 23:59,2939.543771
4/16/22 23:59,2952.906272
4/17/22 23:59,2966.329534
4/18/22 23:59,2979.813832
4/19/22 23:59,2993.359437
4/20/22 23:59,3006.96661
4/21/22 23:59,3020.635624
4/22/22 23:59,3034.366764
4/23/22 23:59,3048.160311
4/24/22 23:59,3062.016549
4/25/22 23:59,3075.935763
4/26/22 23:59,3089.91824
4/27/22 23:59,3103.96427
4/28/22 23:59,3118.074142
4/29/22 23:59,3132.248148
4/30/22 23:59,3146.48658
5/1/22 23:59,3160.789733
5/2/22 23:59,3175.157902
5/3/22 23:59,3189.591383
5/4/22 23:59,3204.090474
5/5/22 23:59,3218.655474
5/6/22 23:59,3233.286682
5/7/22 23:59,3247.984401
5/8/22 23:59,3262.748933
5/9/22 23:59,3277.58058
5/10/22 23:59,3292.47965
5/11/22 23:59,3307.446447
5/12/22 23:59,3322.48128
5/13/22 23:59,3337.584458
5/14/22 23:59,3352.756292
5/15/22 23:59,3367.997093
5/16/22 23:59,3383.307176
5/17/22 23:59,3398.686855
5/18/22 23:59,3414.136446
5/19/22 23:59,3429.656267
5/20/22 23:59,3445.246638
5/21/22 23:59,3460.907879
5/22/22 23:59,3476.640312
5/23/22 23:59,3492.44426
5/24/22 23:59,3508.32005
5/25/22 23:59,3524.268007
5/26/22 23:59,3540.288459
5/27/22 23:59,3556.381737
5/28/22 23:59,3572.54817
5/29/22 23:59,3588.788092
5/30/22 23:59,3605.101837
5/31/22 23:59,3621.48974
6/1/22 23:59,3637.952138
6/2/22 23:59,3654.48937
6/3/22 23:59,3671.101776
6/4/22 23:59,3687.789699
6/5/22 23:59,3704.55348
6/6/22 23:59,3721.393466
6/7/22 23:59,3738.310002
6/8/22 23:59,3755.303436
6/9/22 23:59,3772.374118
6/10/22 23:59,3789.522399
6/11/22 23:59,3806.748633
6/12/22 23:59,3824.053172
6/13/22 23:59,3841.436373
6/14/22 23:59,3858.898595
6/15/22 23:59,3876.440195
6/16/22 23:59,3894.061535
6/17/22 23:59,3911.762977
6/18/22 23:59,3929.544886
6/19/22 23:59,3947.407627
6/20/22 23:59,3965.351567
6/21/22 23:59,3983.377077
6/22/22 23:59,4001.484525
6/23/22 23:59,4019.674286
6/24/22 23:59,4037.946733
6/25/22 23:59,4056.302242
6/26/22 23:59,4074.74119
6/27/22 23:59,4093.263958
6/28/22 23:59,4111.870925
6/29/22 23:59,4130.562475
6/30/22 23:59,4127.701844
7/1/22 23:59,4124.828211
7/2/22 23:59,4121.941514
7/3/22 23:59,4119.041696
7/4/22 23:59,4116.128696
7/5/22 23:59,4113.202454
7/6/22 23:59,4110.262911
7/7/22 23:59,4107.310004
7/8/22 23:59,4104.343675
7/9/22 23:59,4101.363861
7/10/22 23:59,4098.370502
7/11/22 23:59,4095.363535
7/12/22 23:59,4092.342899
7/13/22 23:59,4089.308533
7/14/22 23:59,4086.260372
7/15/22 23:59,4083.198356
7/16/22 23:59,4080.12242
7/17/22 23:59,4077.032502
7/18/22 23:59,4073.928537
7/19/22 23:59,4070.810463
7/20/22 23:59,4067.678215
7/21/22 23:59,4064.531729
7/22/22 23:59,4061.370939
7/23/22 23:59,4058.195781
7/24/22 23:59,4055.00619
7/25/22 23:59,4051.802099
7/26/22 23:59,4048.583444
7/27/22 23:59,4045.350157
7/28/22 23:59,4042.102173
7/29/22 23:59,4038.839424
7/30/22 23:59,4035.561843
7/31/22 23:59,4032.269363
8/1/22 23:59,4028.961917
8/2/22 23:59,4025.639436
8/3/22 23:59,4022.301851
8/4/22 23:59,4018.949095
8/5/22 23:59,4015.581098
8/6/22 23:59,4012.197791
8/7/22 23:59,4008.799104
8/8/22 23:59,4005.384967
8/9/22 23:59,4001.955311
8/10/22 23:59,3998.510064
8/11/22 23:59,3995.049157
8/12/22 23:59,3991.572516
8/13/22 23:59,3988.080072
8/14/22 23:59,3984.571752
8/15/22 23:59,3981.047484
8/16/22 23:59,3866.79783
8/17/22 23:59,3751.934553
8/18/22 23:59,3636.475092
8/19/22 23:59,3520.450067
8/20/22 23:59,3403.869131
8/21/22 23:59,3286.747526
8/22/22 23:59,3169.11009
8/23/22 23:59,3051.010058
8/24/22 23:59,2932.42614
8/25/22 23:59,2813.352249
8/26/22 23:59,2818.449974
8/27/22 23:59,2823.225403
8/28/22 23:59,2827.886426
8/29/22 23:59,2832.881786
8/30/22 23:59,2838.152684
8/31/22 23:59,2843.509478
9/1/22 23:59,2849.068417
9/2/22 23:59,2854.48822
9/3/22 23:59,2859.863939
9/4/22 23:59,2865.223542
9/5/22 23:59,2870.652723
9/6/22 23:59,2875.589115
9/7/22 23:59,2880.626384
9/8/22 23:59,2885.681743
9/9/22 23:59,2890.504028
9/10/22 23:59,2895.217013
9/11/22 23:59,2900.077022
9/12/22 23:59,2905.152843
9/13/22 23:59,2910.307225
9/14/22 23:59,2915.216204
9/15/22 23:59,2919.985681
9/16/22 23:59,2924.510185
9/17/22 23:59,2928.957485
9/18/22 23:59,2933.28283
9/19/22 23:59,2937.409479
9/20/22 23:59,2941.11024
9/21/22 23:59,2944.981342
9/22/22 23:59,2948.901113
9/23/22 23:59,2952.713273
9/24/22 23:59,2956.283012
9/25/22 23:59,2960.074216
9/26/22 23:59,2964.177637
9/27/22 23:59,2968.496116
9/28/22 23:59,2972.869866
9/29/22 23:59,2977.225344
9/30/22 23:59,2981.402766
10/1/22 23:59,2985.757923
10/2/22 23:59,2990.333047
10/3/22 23:59,2994.818012
10/4/22 23:59,2999.362226
10/5/22 23:59,3003.932212
10/6/22 23:59,3008.526743
10/7/22 23:59,3013.145122
10/8/22 23:59,3017.786123
10/9/22 23:59,3022.44936
10/10/22 23:59,3027.134224
10/11/22 23:59,3031.839722
10/12/22 23:59,3036.563723
10/13/22 23:59,3041.30708
10/14/22 23:59,3046.070035
10/15/22 23:59,3050.852052
10/16/22 23:59,3055.651917
10/17/22 23:59,3060.470738
10/18/22 23:59,3065.310076
10/19/22 23:59,3070.171007
10/20/22 23:59,3075.053806
10/21/22 23:59,3079.958383
10/22/22 23:59,3084.883847
10/23/22 23:59,3089.831086
10/24/22 23:59,3094.801202
10/25/22 23:59,3099.793742
10/26/22 23:59,3104.809003
10/27/22 23:59,3109.847114
10/28/22 23:59,3114.908198
10/29/22 23:59,3119.992374
10/30/22 23:59,3125.099754
10/31/22 23:59,3130.230451
11/1/22 23:59,3135.384572
11/2/22 23:59,3140.562221
11/3/22 23:59,3145.76349
11/4/22 23:59,3150.988475
11/5/22 23:59,3156.237275
11/6/22 23:59,3161.509986
11/7/22 23:59,3166.806695
11/8/22 23:59,3172.127499
11/9/22 23:59,3177.472499
11/10/22 23:59,3182.841804
11/11/22 23:59,3188.235523
11/12/22 23:59,3193.653765
11/13/22 23:59,3199.096635
11/14/22 23:59,3204.56424
11/15/22 23:59,3210.056696
11/16/22 23:59,3215.574115
11/17/22 23:59,3221.11661
11/18/22 23:59,3226.684296
11/19/22 23:59,3232.277287
11/20/22 23:59,3237.895699
11/21/22 23:59,3243.539647
11/22/22 23:59,3249.20925
11/23/22 23:59,3254.904623
11/24/22 23:59,3260.625884
11/25/22 23:59,3266.373151
11/26/22 23:59,3272.146544
11/27/22 23:59,3277.94618
11/28/22 23:59,3283.77218
11/29/22 23:59,3289.624664
11/30/22 23:59,3295.503751
12/1/22 23:59,3301.409564
12/2/22 23:59,3307.342223
12/3/22 23:59,3313.30185
12/4/22 23:59,3319.288569
12/5/22 23:59,3325.302503
12/6/22 23:59,3331.343774
12/7/22 23:59,3337.412507
12/8/22 23:59,3343.508828
12/9/22 23:59,3349.632861
12/10/22 23:59,3355.784733
12/11/22 23:59,3361.964569
12/12/22 23:59,3368.172498
12/13/22 23:59,3374.408646
12/14/22 23:59,3380.673142
12/15/22 23:59,3421.412428
12/16/22 23:59,3462.120532
12/17/22 23:59,3502.797314
12/18/22 23:59,3543.442632
12/19/22 23:59,3584.056341
12/20/22 23:59,3624.638299
12/21/22 23:59,3665.188361
12/22/22 23:59,3705.706382
12/23/22 23:59,3746.192216
12/24/22 23:59,3786.645718
12/25/22 23:59,3827.066739
12/26/22 23:59,3867.455134
12/27/22 23:59,3907.810752
12/28/22 23:59,3948.133446
12/29/22 23:59,3988.423065
12/30/22 23:59,4028.679459
12/31/22 23:59,4068.902478
1/1/23 23:59,4109.091969
1/2/23 23:59,4149.24778
1/3/23 23:59,4189.369758
1/4/23 23:59,4229.457749
1/5/23 23:59,4269.511598
1/6/23 23:59,4309.531151
1/7/23 23:59,4349.516252
1/8/23 23:59,4389.466744
1/9/23 23:59,4429.382469
1/10/23 23:59,4469.26327
1/11/23 23:59,4509.108987
1/12/23 23:59,4548.919462
1/13/23 23:59,4587.58744
1/14/23 23:59,4625.106786
1/15/23 23:59,4661.471537
1/16/23 23:59,4696.676037
1/17/23 23:59,4730.714729
1/18/23 23:59,4763.582204
1/19/23 23:59,4795.273305
1/20/23 23:59,4825.783405
1/21/23 23:59,4855.107667
1/22/23 23:59,4849.386406
1/23/23 23:59,4843.639138
1/24/23 23:59,4837.865746
1/25/23 23:59,4832.066109
1/26/23 23:59,4826.240109
1/27/23 23:59,4820.387626
1/28/23 23:59,4814.508538
1/29/23 23:59,4808.602726
1/30/23 23:59,4802.670067
1/31/23 23:59,4796.710439
2/1/23 23:59,4790.72372
2/2/23 23:59,4784.709787
2/3/23 23:59,4778.668516
2/4/23 23:59,4772.599782
2/5/23 23:59,4766.503461
2/6/23 23:59,4760.379428
2/7/23 23:59,4754.227557
2/8/23 23:59,4748.04772
2/9/23 23:59,4741.839792
2/10/23 23:59,4735.603644
2/11/23 23:59,4729.339147
2/12/23 23:59,4723.046174
2/13/23 23:59,4716.724595
2/14/23 23:59,4710.374279
2/15/23 23:59,4703.995096
2/16/23 23:59,4697.586915
2/17/23 23:59,4691.149604
2/18/23 23:59,4684.683031
2/19/23 23:59,4678.187062
2/20/23 23:59,4671.661564
2/21/23 23:59,4665.106403
2/22/23 23:59,4658.521444
2/23/23 23:59,4651.906551
2/24/23 23:59,4645.261588
2/25/23 23:59,4638.586419
2/26/23 23:59,4631.880907
2/27/23 23:59,4625.144913
2/28/23 23:59,4618.378298
3/1/23 23:59,4611.580924
3/2/23 23:59,4604.752652
3/3/23 23:59,4597.893339
3/4/23 23:59,4591.002846
3/5/23 23:59,4584.08103
3/6/23 23:59,4577.127749
3/7/23 23:59,4570.142861
3/8/23 23:59,4563.126221
3/9/23 23:59,4556.077685
3/10/23 23:59,4548.997108
3/11/23 23:59,4541.884344
3/12/23 23:59,4534.739248
3/13/23 23:59,4527.561672
3/14/23 23:59,4520.351468
3/15/23 23:59,4513.108489
3/16/23 23:59,4505.832584
3/17/23 23:59,4498.523606
3/18/23 23:59,4491.181402
3/19/23 23:59,4483.805823
3/20/23 23:59,4476.396716
3/21/23 23:59,4468.953929
3/22/23 23:59,4461.477309
3/23/23 23:59,4453.966702
3/24/23 23:59,4446.421954
3/25/23 23:59,4438.842909
3/26/23 23:59,4431.229412
3/27/23 23:59,4423.581305
3/28/23 23:59,4415.898433
3/29/23 23:59,4408.180635
3/30/23 23:59,4400.427755
3/31/23 23:59,4392.639632
4/1/23 23:59,4384.816106
4/2/23 23:59,4376.957016
4/3/23 23:59,4369.062201
4/4/23 23:59,4361.131498
4/5/23 23:59,4353.164744
4/6/23 23:59,4345.161775
4/7/23 23:59,4337.122426
4/8/23 23:59,4329.046533
4/9/23 23:59,4320.933928
4/10/23 23:59,4312.784446
4/11/23 23:59,4304.597918
4/12/23 23:59,4296.374176
4/13/23 23:59,4288.113051
4/14/23 23:59,4279.857647
4/15/23 23:59,4271.607991
4/16/23 23:59,4263.364108
4/17/23 23:59,4255.126024
4/18/23 23:59,4246.893767
4/19/23 23:59,4238.667362
4/20/23 23:59,4230.446836
4/21/23 23:59,4222.232216
4/22/23 23:59,4214.023529
4/23/23 23:59,4205.820801
4/24/23 23:59,4197.62406
4/25/23 23:59,4189.433333
4/26/23 23:59,4181.248647
4/27/23 23:59,4173.07003
4/28/23 23:59,4164.89751
4/29/23 23:59,4156.731113
4/30/23 23:59,4148.570868
5/1/23 23:59,4140.416803
5/2/23 23:59,4132.268946
5/3/23 23:59,4124.127325
5/4/23 23:59,4115.991969
5/5/23 23:59,4107.862905
5/6/23 23:59,4099.740163
5/7/23 23:59,4091.623772
5/8/23 23:59,4083.513759
5/9/23 23:59,4075.410155
5/10/23 23:59,4067.312988
5/11/23 23:59,4059.222288
5/12/23 23:59,4051.138084
5/13/23 23:59,4043.060405
5/14/23 23:59,4034.989281
5/15/23 23:59,4026.924742
5/16/23 23:59,4018.866818
5/17/23 23:59,4010.81554
5/18/23 23:59,4002.770936
5/19/23 23:59,3994.733038
5/20/23 23:59,3986.701875
5/21/23 23:59,3978.67748
5/22/23 23:59,3970.659882
5/23/23 23:59,3962.649112
5/24/23 23:59,3954.645201
5/25/23 23:59,3946.648181
5/26/23 23:59,3938.658083
5/27/23 23:59,3930.674938
5/28/23 23:59,3922.698778
5/29/23 23:59,3914.729634
5/30/23 23:59,3906.767539
5/31/23 23:59,3899.033943
6/1/23 23:59,3891.530074
6/2/23 23:59,3884.257124
6/3/23 23:59,3877.216224
6/4/23 23:59,3870.408486
6/5/23 23:59,3863.834991
6/6/23 23:59,3857.49677
6/7/23 23:59,3851.39475
6/8/23 23:59,3845.529898
6/9/23 23:59,3839.903194
6/10/23 23:59,3758.424623
6/11/23 23:59,3677.008414
6/12/23 23:59,3595.654849
6/13/23 23:59,3514.364215
6/14/23 23:59,3433.136796
6/15/23 23:59,3351.97288
6/16/23 23:59,3270.872757
6/17/23 23:59,3189.836715
6/18/23 23:59,3108.865046
6/19/23 23:59,3027.958043
6/20/23 23:59,2947.115999
6/21/23 23:59,2866.339211
6/22/23 23:59,2785.627974
6/23/23 23:59,2704.982586
6/24/23 23:59,2712.727648
6/25/23 23:59,2720.304976
6/26/23 23:59,2727.283137
6/27/23 23:59,2733.465958
6/28/23 23:59,2740.610811
6/29/23 23:59,2748.328147
6/30/23 23:59,2756.673892
7/1/23 23:59,2764.970932
7/2/23 23:59,2772.617519
7/3/23 23:59,2779.780664
7/4/23 23:59,2786.772197
7/5/23 23:59,2794.265237
7/6/23 23:59,2802.171585
7/7/23 23:59,2810.206776
7/8/23 23:59,2818.545184
7/9/23 23:59,2826.674889
7/10/23 23:59,2834.738467
7/11/23 23:59,2842.777872
7/12/23 23:59,2850.921642
7/13/23 23:59,2858.326232
7/14/23 23:59,2865.882134
7/15/23 23:59,2873.465173
7/16/23 23:59,2880.6986
7/17/23 23:59,2887.768079
7/18/23 23:59,2895.058091
7/19/23 23:59,2902.671822
7/20/23 23:59,2910.403396
7/21/23 23:59,2917.766865
7/22/23 23:59,2924.92108
7/23/23 23:59,2931.707835
7/24/23 23:59,2938.378785
7/25/23 23:59,2944.866803
7/26/23 23:59,2951.056778
7/27/23 23:59,2956.607918
7/28/23 23:59,2962.414571
7/29/23 23:59,2968.294228
7/30/23 23:59,2974.012468
7/31/23 23:59,2979.367077
8/1/23 23:59,2985.053883
8/2/23 23:59,2991.209014
8/3/23 23:59,2997.686733
8/4/23 23:59,3004.247357
8/5/23 23:59,3010.780575
8/6/23 23:59,3017.046707
8/7/23 23:59,3023.579443
8/8/23 23:59,3030.44213
8/9/23 23:59,3037.169576
8/10/23 23:59,3043.985897
8/11/23 23:59,3050.840877
8/12/23 23:59,3057.732673
8/13/23 23:59,3064.660241
8/14/23 23:59,3071.621742
8/15/23 23:59,3078.616599
8/16/23 23:59,3085.643895
8/17/23 23:59,3092.702141
8/18/23 23:59,3099.788143
8/19/23 23:59,3106.903178
8/20/23 23:59,3114.047611
8/21/23 23:59,3121.220636
8/22/23 23:59,3128.420434
8/23/23 23:59,3135.648665
8/24/23 23:59,3142.907673
8/25/23 23:59,3150.199069
8/26/23 23:59,3157.523268
8/27/23 23:59,3164.880133
8/28/23 23:59,3172.268329
8/29/23 23:59,3179.689188
8/30/23 23:59,3187.144361
8/31/23 23:59,3194.633171
9/1/23 23:59,3202.156063
9/2/23 23:59,3209.71323
9/3/23 23:59,3217.304855
9/4/23 23:59,3224.931119
9/5/23 23:59,3232.59219
9/6/23 23:59,3240.288235
9/7/23 23:59,3248.019417
9/8/23 23:59,3255.78589
9/9/23 23:59,3263.587793
9/10/23 23:59,3271.425271
9/11/23 23:59,3279.298471
9/12/23 23:59,3287.207537
9/13/23 23:59,3295.152601
9/14/23 23:59,3303.133807
9/15/23 23:59,3311.151307
9/16/23 23:59,3319.205265
9/17/23 23:59,3327.295844
9/18/23 23:59,3335.423207
9/19/23 23:59,3343.587511
9/20/23 23:59,3351.788919
9/21/23 23:59,3360.027603
9/22/23 23:59,3368.303731
9/23/23 23:59,3376.617474
9/24/23 23:59,3384.969002
9/25/23 23:59,3393.358489
9/26/23 23:59,3401.786106
9/27/23 23:59,3410.25203
9/28/23 23:59,3418.756433
9/29/23 23:59,3427.299492
9/30/23 23:59,3435.881384
10/1/23 23:59,3444.502285
10/2/23 23:59,3453.162374
10/3/23 23:59,3461.861829
10/4/23 23:59,3470.600829
10/5/23 23:59,3479.379554
10/6/23 23:59,3459.009911
10/7/23 23:59,3438.655859
10/8/23 23:59,3418.317468
10/9/23 23:59,3397.994809
10/10/23 23:59,3377.687955
10/11/23 23:59,3357.396976
10/12/23 23:59,3337.121945
10/13/23 23:59,3316.862934
10/14/23 23:59,3296.620017
10/15/23 23:59,3276.393266
10/16/23 23:59,3256.182755
10/17/23 23:59,3235.988558
10/18/23 23:59,3215.810749
10/19/23 23:59,3195.649402
10/20/23 23:59,3175.504593
10/21/23 23:59,3155.376395
10/22/23 23:59,3135.264886
10/23/23 23:59,3115.170141
10/24/23 23:59,3095.092235
10/25/23 23:59,3075.031246
10/26/23 23:59,3054.987251
10/27/23 23:59,3034.960326
10/28/23 23:59,3014.950549
10/29/23 23:59,2994.957999
10/30/23 23:59,2974.982753
10/31/23 23:59,2955.024891
11/1/23 23:59,2935.08449
11/2/23 23:59,2915.161632
11/3/23 23:59,2895.256394
11/4/23 23:59,2875.922405
11/5/23 23:59,2857.162732
11/6/23 23:59,2838.980357
11/7/23 23:59,2821.378106
11/8/23 23:59,2804.358761
11/9/23 23:59,2787.925023
11/10/23 23:59,2772.079473
11/11/23 23:59,2756.824422
11/12/23 23:59,2742.162292
11/13/23 23:59,2728.09553
11/14/23 23:59,2714.003281
11/15/23 23:59,2699.887154
11/16/23 23:59,2685.747721
11/17/23 23:59,2671.583312
11/18/23 23:59,2657.392549
11/19/23 23:59,2643.175002
11/20/23 23:59,2628.92966
11/21/23 23:59,2614.657218
11/22/23 23:59,2600.357899
11/23/23 23:59,2586.031781
11/24/23 23:59,2571.678517
11/25/23 23:59,2557.300572
11/26/23 23:59,2542.89744
11/27/23 23:59,2528.469031
11/28/23 23:59,2514.016511
11/29/23 23:59,2499.540426
11/30/23 23:59,2485.040041
12/1/23 23:59,2470.514277
12/2/23 23:59,2455.962741
12/3/23 23:59,2441.38666
12/4/23 23:59,2426.786731
12/5/23 23:59,2463.101635
12/6/23 23:59,2499.343957
12/7/23 23:59,2535.513759
12/8/23 23:59,2571.611099
12/9/23 23:59,2607.636037
12/10/23 23:59,2643.588634
12/11/23 23:59,2679.468951
12/12/23 23:59,2715.277049
12/13/23 23:59,2751.012988
12/14/23 23:59,2786.67683
12/15/23 23:59,2822.268636
12/16/23 23:59,2857.78847
12/17/23 23:59,2893.236393
12/18/23 23:59,2928.612467
12/19/23 23:59,2963.916756
12/20/23 23:59,2999.149323
12/21/23 23:59,3034.310231
12/22/23 23:59,3069.401536
12/23/23 23:59,3104.425307
12/24/23 23:59,3139.383621
12/25/23 23:59,3174.278567
12/26/23 23:59,3209.112243
12/27/23 23:59,3243.886758
12/28/23 23:59,3278.604229
12/29/23 23:59,3313.266782
12/30/23 23:59,3347.876551
12/31/23 23:59,3382.43568